人口総数,"15歳未満人口","15〜64歳人口","65歳以上人口",出生数,死亡数,転入者数,転出者数,昼間人口,"高齢単身世帯数",婚姻件数,離婚件数,政府統計の総合窓口より2012年の人口状況
141310,16182,88747,34903,1071,1416,6697,6717,141493,7428,846,349,　南区　　　　　
168551,26000,107412,34112,1877,1245,8413,7768,134631,5668,1135,351,　守山区　　　　
229592,37426,148892,41959,2444,1378,9535,9412,166023,6075,1402,469,　緑区　　　　　
161012,24063,106323,27822,1556,1053,11184,11744,131750,5720,1023,300,　名東区　　　　
158793,22149,105820,28289,1538,1005,9165,9615,136325,5298,1065,296,　天白区　　　　
376665,55709,241743,75780,3522,2875,8577,8849,364999,9742,2116,757,豊橋市　　　　
372357,57169,246809,66950,3813,2447,10222,11044,338569,8054,2435,747,岡崎市　　　　
378566,56307,236659,82915,3508,2968,9600,9291,323883,9783,2079,709,一宮市　　　　
132224,17869,82919,30666,949,1073,3502,3449,118218,4369,563,215,瀬戸市　　　　
118828,18274,77111,22959,1087,831,3667,3873,114649,3255,708,261,半田市　　　　
305569,46032,196130,61925,3091,2139,10544,10914,264596,8511,1930,616,春日井市　　　
181928,27294,115543,38215,1720,1441,4666,4725,173226,4214,1041,343,豊川市　　　　
65258,9411,40322,15230,522,569,2069,2312,60739,1918,339,143,津島市　　　　
72018,11138,46299,14457,668,541,1765,1836,71227,1461,385,127,碧南市　　　　
145781,22365,99517,23009,1748,835,6372,6962,168955,2681,1186,251,刈谷市　　　　
421487,63534,285530,69550,4239,2412,11426,12347,445252,6795,2921,708,豊田市　　　　
178691,29556,119012,29164,2054,1042,6715,6338,176051,3172,1248,332,安城市　　　　
106823,16328,69707,20620,1044,791,3169,2551,106366,1927,613,184,西尾市　　　　
82249,11015,50781,20135,651,780,1597,1869,77714,2526,430,131,蒲郡市　　　　
75198,10784,46673,17571,592,611,2359,2282,70842,1840,343,127,犬山市　　　　
54858,7761,33962,12928,484,490,2100,1728,53955,1639,277,82,常滑市　　　　
99730,14639,62694,22099,853,759,2886,2982,83389,2580,439,191,江南市　　　　
147132,22307,97024,27594,1372,911,5600,5576,170233,3124,889,321,小牧市　　　　
136442,19389,87803,29250,1157,1070,4461,4235,128031,2930,723,200,稲沢市　　　　
49864,6300,29531,14033,309,575,1101,1194,49588,1242,172,55,新城市　　　　
107690,16872,70407,20121,1196,672,4619,4278,105959,2645,770,213,東海市　　　　
85249,13843,56275,14921,1010,549,3945,3501,81382,1700,633,163,大府市　　　　
84768,12779,54431,17454,762,572,2695,2900,64208,1876,480,136,知多市　　　　
68398,10616,46184,11279,722,379,3401,3555,55379,1563,517,135,知立市　　　　
81140,12409,51781,16347,753,549,2955,3208,63114,2063,469,147,尾張旭市　　　
44027,7513,28670,7645,483,307,1837,1510,38980,895,273,92,高浜市　　　　
47340,6689,31059,9563,488,335,2024,2283,36696,1382,327,99,岩倉市　　　　
69745,10035,45222,14290,575,452,2524,2517,61296,1761,388,126,豊明市　　　　
84237,13924,55223,14439,943,455,4318,3816,77672,1667,546,153,日進市　　　　
64119,8788,41005,14224,564,574,1311,1644,69623,1058,347,95,田原市　　　　
64978,9496,39771,15690,464,595,1744,1654,50925,1325,236,96,愛西市　　　　
65757,9372,42792,13215,680,482,2935,2934,60933,1802,514,135,清須市　　　　
81571,12607,52154,16482,924,560,3395,3392,69658,2092,584,190,北名古屋市　　
43272,6400,27479,9157,417,331,1468,1571,39173,850,262,66,弥富市　　　　
60098,11152,40431,8190,696,262,2579,2594,60544,753,382,96,みよし市　　　
86714,13227,54728,18366,826,624,3132,3121,68505,2077,517,198,あま市　　　　
41851,7340,27055,7394,442,260,1902,1720,31291,760,247,83,東郷町　　　　
52022,8882,35840,6795,663,265,3037,2839,53286,805,340,74,長久手町　　　
14405,2210,9314,2807,164,92,625,804,16396,397,88,41,豊山町　　　　
22446,3678,14242,4500,237,164,851,895,31872,368,122,34,大口町　　　　
33558,5092,20916,7431,387,256,1328,1285,26316,776,210,75,扶桑町　　　　
29891,5228,19543,5037,360,192,1286,1435,21849,632,222,101,大治町　　　　
36688,5065,23904,7521,359,277,1390,1578,29930,1048,233,74,蟹江町　　　　
4525,563,2777,1185,37,68,162,118,13711,42,17,1,飛島村　　　　
25466,3620,15972,5844,217,198,1284,731,19918,510,125,37,阿久比町　　　
49800,7606,32177,9912,432,330,1740,1680,38765,1112,257,82,東浦町　　　　
20549,2203,12244,6081,108,292,404,545,20168,734,83,29,南知多町　　　
25178,3177,16344,5539,150,225,699,780,22668,640,106,42,美浜町　　　　
42408,6613,27323,8373,398,310,1410,1310,35252,1052,198,86,武豊町　　　　
23825,3387,14717,5718,183,237,481,549,19765,497,110,35,一色町　　　　
22298,3279,13940,5078,193,218,530,513,19916,395,96,34,吉良町　　　　
12352,1623,7577,3145,79,138,263,298,9889,270,39,27,幡豆町　　　　
37930,6199,25199,6499,419,258,1658,1348,37360,415,244,50,幸田町　　　　
5769,513,2749,2507,30,104,133,175,6449,360,22,5,設楽町　　　　
3757,301,1660,1795,13,92,88,116,4247,299,10,3,東栄町　　　　
1336,130,594,612,6,21,57,60,1612,101,2,0,豊根村　　　　
285746,37466,175473,69937,2376,2787,8511,8836,294127,10307,1516,539,津市　　　　　
307766,44026,196593,65609,2775,2404,9582,9079,313406,9495,1868,601,四日市市　　　
130271,16967,78666,33681,1035,1343,3196,3452,133248,5111,598,241,伊勢市　　　　
168017,22749,103016,41525,1548,1552,4177,4392,163308,5858,865,300,松阪市　　　　
140290,20392,88084,29981,1232,1094,4313,4289,128083,3673,736,213,桑名市　　　　
199293,30510,127780,38500,1898,1477,5909,6211,182405,4600,1214,437,鈴鹿市　　　　
80284,10560,51424,18066,666,666,2159,2435,69732,2146,429,158,名張市　　　　
20033,2168,10645,7201,113,320,560,691,22583,1687,99,48,尾鷲市　　　　
51023,7311,32400,10957,483,506,1773,1649,50677,1344,251,87,亀山市　　　　
21435,2468,12541,6374,136,275,510,699,24048,956,89,32,鳥羽市　　　　
19662,2078,10301,7252,121,309,580,714,22085,1954,62,45,熊野市　　　　
45684,6345,29043,10282,358,479,1423,1342,49070,936,220,73,いなべ市　　　
54694,6212,30835,17588,334,708,914,1315,54294,2646,230,120,志摩市　　　　
97207,12164,58146,26733,742,1139,2328,2565,103405,3289,491,175,伊賀市　　　　
6855,797,4466,1592,39,54,212,188,5774,105,31,6,木曽岬町　　　
25661,3373,16946,5289,183,196,738,744,19880,450,107,41,東員町　　　　
39978,6123,24553,9051,358,333,1371,1213,33566,935,208,71,菰野町　　　　
9626,2025,5801,1757,151,72,476,332,7556,200,71,16,朝日町　　　　
14003,2312,9035,2487,194,91,762,720,13199,369,105,29,川越町　　　　
15438,1935,8961,4417,99,164,407,377,17756,429,77,18,多気町　　　　
22833,3307,13829,5668,179,221,632,597,19118,531,105,42,明和町　　　　
10416,1170,5552,3689,61,135,239,297,10596,567,24,8,大台町　　　　
15297,2444,9367,3475,140,127,513,438,14687,328,68,27,玉城町　　　　
8692,1166,5160,2365,59,100,181,208,6984,176,33,18,度会町　　　　
9846,943,4947,3930,46,159,222,259,9794,684,31,9,大紀町　　　　
14791,1300,7101,6387,57,279,274,402,15545,1070,56,18,南伊勢町　　　
18611,1984,9779,6781,80,325,396,480,19259,1334,50,25,紀北町　　　　
9376,1252,4974,3150,63,132,299,292,9507,778,28,16,御浜町　　　　
11896,1627,6857,3379,88,143,364,397,10574,846,58,25,紀宝町　　　　
337634,49390,216319,68825,2854,2355,11774,10150,298540,10500,1774,604,大津市　　　　
112156,16514,71225,22660,1052,922,3944,3745,110992,3169,640,222,彦根市　　　　
124131,18203,74715,29125,1067,1224,2758,2910,123384,3160,608,217,長浜市　　　　
81738,11614,52044,17610,815,657,2731,2643,73008,1904,456,147,近江八幡市　　
130874,18752,89186,21427,1227,744,6711,5339,127382,2714,689,207,草津市　　　　
76560,13168,48596,13060,902,435,3302,2833,62636,1199,485,116,守山市　　　　
63655,12412,41828,9283,928,349,3085,3394,63754,993,515,134,栗東市　　　　
92704,13632,58002,20365,720,837,2107,2422,91699,1766,459,153,甲賀市　　　　
49955,7573,32084,9969,542,392,1892,1925,46665,857,329,61,野洲市　　　　
54614,8045,37155,9015,492,336,1966,2075,53216,863,314,133,湖南市　　　　
52486,6702,31098,14640,412,586,1095,1341,50967,1694,220,98,高島市　　　　
115479,17689,72126,24632,1097,979,3166,3096,108482,2355,603,187,東近江市　　　
40060,5754,24057,10138,317,428,947,1053,36485,997,200,59,米原市　　　　
22870,3043,14217,5553,200,260,628,744,21510,525,148,35,日野町　　　　
12916,1720,8756,2440,87,118,403,548,15957,142,73,16,竜王町　　　　
20118,3451,12577,3981,238,156,860,705,19500,364,133,40,愛荘町　　　　
7566,1074,4569,1853,74,84,294,274,7197,235,51,15,豊郷町　　　　
7500,1009,4569,1919,64,77,173,256,7081,197,41,16,甲良町　　　　
7761,1008,4460,2293,63,97,162,229,8820,256,33,10,多賀町　　　　
122037,13425,75381,28551,787,1115,5006,5184,128308,5848,530,197,　京都市北区　　　　　
83264,7715,52614,20330,497,911,4921,4771,98864,4872,406,111,　上京区　　　　
168802,17430,106712,38490,1184,1520,7429,7442,170961,7957,841,246,　左京区　　　　
105306,10350,64392,22841,754,926,7200,6524,159055,5525,637,187,　中京区　　　　
40528,2836,25012,11951,196,569,2239,2406,58184,3252,202,67,　東山区　　　　
79287,7428,51295,17214,595,812,6453,5666,140624,4459,557,177,　下京区　　　　
98744,12103,65700,20899,878,905,5086,5408,140119,5212,733,206,　南区　　　　　
202943,24374,128242,45918,1587,1665,8345,8271,182207,9252,1045,412,　右京区　　　　
284085,36777,180521,61756,2449,2316,11114,11296,267653,13054,1584,733,　伏見区　　　　
136045,16807,86560,31525,1119,1100,5154,5393,117623,6332,807,316,　山科区　　　　
152974,21845,98771,30572,1400,1022,5998,7009,119382,4975,856,314,　西京区　　　　
79652,11283,47112,20912,726,925,2654,2631,87253,3301,430,165,福知山市　　　
88669,12505,52945,23181,838,938,3218,3817,91101,4128,465,179,舞鶴市　　　　
35836,4495,19396,11884,237,502,874,1016,38708,1870,169,55,綾部市　　　　
189609,27127,120688,40917,1620,1410,5888,6075,162717,6165,886,410,宇治市　　　　
19948,2285,10713,6938,108,273,576,635,23007,1262,74,38,宮津市　　　　
92399,13018,59738,19080,722,735,2359,2743,79449,2312,405,174,亀岡市　　　　
80037,10113,50350,19352,586,615,2036,2365,65078,2478,378,130,城陽市　　　　
54328,7961,34484,11754,486,386,1834,2087,42451,1939,276,88,向日市　　　　
79844,11220,50100,16950,726,535,3113,3168,71404,2529,452,156,長岡京市　　　
74227,10188,48105,15932,648,545,2354,2440,61419,2559,385,148,八幡市　　　　
67910,10067,44909,12877,554,405,2689,2185,64882,1550,285,91,京田辺市　　　
59038,8042,32718,18263,420,744,902,1233,61160,2338,213,83,京丹後市　　　
35214,3955,20632,10410,233,461,1111,1135,37323,1236,107,45,南丹市　　　　
69761,11839,44746,12952,720,499,3141,2344,47432,1473,333,119,木津川市　　　
15121,2146,9274,3650,135,103,572,608,13646,494,68,26,大山崎町　　　
15914,2263,10117,3531,141,140,512,655,28842,495,88,39,久御山町　　　
8447,1016,5212,2218,58,94,220,287,7619,355,36,15,井手町　　　　
9711,1394,6163,2145,72,101,244,308,9748,191,41,24,宇治田原町　　
1626,120,893,613,2,21,44,67,1483,108,8,9,笠置町　　　　
4482,390,2629,1462,15,83,106,106,4097,162,19,6,和束町　　　　
35630,6380,23197,6036,302,198,1478,1246,25668,648,157,42,精華町　　　　
3078,250,1742,1083,7,46,79,88,2702,137,10,5,南山城村　　　
15732,1783,8464,5481,81,221,310,457,15730,770,64,11,京丹波町　　　
2410,200,1182,1028,5,52,52,52,2523,181,9,0,伊根町　　　　
23454,3314,13103,7013,170,298,491,624,22651,947,84,30,与謝野町　　　
102632,11617,69011,20718,841,841,6639,5847,99985,5947,706,294,　大阪市都島区　　　　
67290,7611,46011,12785,661,486,5216,4262,86675,3434,598,147,　福島区　　　　
65569,7961,41950,15545,543,624,3281,2961,75986,3984,415,199,　此花区　　　　
83058,8597,61864,12585,800,497,8239,6996,170004,3597,970,292,　西区　　　　　
84947,9967,54559,19896,723,825,3587,4067,89057,5512,588,237,　港区　　　　　
69510,8513,43058,17585,530,749,1984,2571,73983,4343,383,199,　大正区　　　　
69775,8588,46849,12680,642,500,5284,4791,120623,3572,549,178,　天王寺区　　　
61745,3609,43967,11548,436,582,7519,6182,94124,5307,674,255,　浪速区　　　　
97504,13488,62777,20685,909,799,4043,4218,99584,5347,638,249,　西淀川区　　　
176585,19980,118866,35775,1653,1392,9922,10354,163847,10763,1361,473,　東淀川区　　　
80231,9078,51820,18577,651,709,4776,4504,79510,4952,596,202,　東成区　　　　
134009,14205,82742,36102,792,1283,5135,5342,129014,10175,703,317,　生野区　　　　
92455,10378,57478,24263,713,1003,4542,4534,86102,6488,553,211,　旭区　　　　　
165832,21903,106951,36210,1701,1385,8035,8458,142823,9182,1172,376,　城東区　　　　
106350,12864,67213,25630,778,1052,5733,5375,115815,7340,565,239,　阿倍野区　　　
155572,19112,98097,37393,1348,1493,7092,7370,140039,10864,916,421,　住吉区　　　　
130724,15842,80731,33635,992,1438,6100,6264,118358,9355,770,350,　東住吉区　　　
121972,9071,69435,41285,586,2283,5851,5734,130534,21103,539,285,　西成区　　　　
172078,18256,117819,34061,1540,1346,11276,11196,220375,9994,1498,465,　淀川区　　　　
111182,18308,70672,21539,1435,756,4899,5184,92793,4695,712,285,　鶴見区　　　　
127210,15445,82120,28911,998,1142,5201,5474,140556,7643,801,380,　住之江区　　　
200005,28494,122469,48180,1920,1902,7112,7638,185484,12404,1201,639,　平野区　　　　
110392,9077,78636,20032,856,810,10907,9117,418061,6448,1085,263,　北区　　　　　
78687,6129,59337,13215,690,533,10120,8234,508343,4473,950,365,　中央区　　　　
199234,30004,124918,43834,1825,1735,5073,5193,182383,7872,1099,490,岸和田市　　　
389341,53886,249138,85676,3435,2970,18134,18326,341739,18993,2184,789,豊中市　　　　
104229,13740,67083,22777,894,736,4573,4755,94510,4502,533,155,池田市　　　　
355798,50163,234339,69823,3123,2339,17136,18502,343219,14539,1926,661,吹田市　　　　
77548,12428,49570,15344,718,582,2773,3049,70605,3173,507,216,泉大津市　　　
357359,48432,224840,82863,3140,2787,10958,11443,296461,13830,1926,674,高槻市　　　　
90519,14459,56486,19494,836,736,2776,2886,80696,3222,441,219,貝塚市　　　　
146697,18235,91736,35832,1132,1316,5802,5789,147042,8508,762,329,守口市　　　　
407978,55763,258162,86742,3560,2903,12624,13308,343097,14903,1995,856,枚方市　　　　
274822,40854,178978,53491,2769,1751,12123,11850,249348,9212,1647,515,茨木市　　　　
271460,35846,164070,62524,2140,2195,6997,7609,257602,12024,1433,595,八尾市　　　　
100801,14788,64209,21761,899,884,3504,3771,103477,3718,556,249,泉佐野市　　　
119576,16079,76515,26173,818,973,3359,4299,106382,4473,523,244,富田林市　　　
238204,30181,149989,55011,1947,1935,8100,8406,207475,10599,1334,588,寝屋川市　　　
112490,14137,70200,28153,693,984,3136,3276,92933,3786,423,229,河内長野市　　
124594,17106,77488,29905,880,1180,3304,3742,115440,5516,601,274,松原市　　　　
127534,18120,82090,26415,1090,951,3997,4949,129203,4814,724,371,大東市　　　　
184988,29049,116274,34510,1726,1256,6227,5643,148262,5565,915,440,和泉市　　　　
129895,17610,84302,27850,1038,882,6632,5973,107137,4343,641,217,箕面市　　　　
74773,10054,48661,15900,574,592,2106,2722,69634,2863,382,157,柏原市　　　　
117681,16680,73221,27678,914,1059,3209,3872,100180,4651,523,252,羽曳野市　　　
130282,17041,83053,29774,1000,1041,4549,5378,143866,7055,807,371,門真市　　　　
83720,11865,54930,16738,853,627,3680,4169,96353,3067,554,215,摂津市　　　　
59572,8861,37192,13446,550,489,2229,2579,55579,2454,340,127,高石市　　　　
66165,9325,41754,15013,525,568,2705,2365,56144,2912,369,148,藤井寺市　　　
509533,62228,309366,114601,3985,4274,14494,14784,531659,25403,2719,1174,東大阪市　　　
64403,10325,39510,14566,586,555,1673,1954,62747,2086,365,123,泉南市　　　　
57554,8721,34629,11623,507,401,2060,2292,45995,1944,288,110,四條畷市　　　
77686,11832,49197,16617,615,559,3353,3554,60547,2221,332,142,交野市　　　　
58227,8323,36892,12915,506,469,2175,2328,49239,2069,269,147,大阪狭山市　　
56646,8079,35721,12726,427,474,1509,1671,43164,1878,260,112,阪南市　　　　
28935,4127,18605,6192,235,240,1597,1113,22319,1053,125,42,島本町　　　　
21989,2098,13800,6054,83,193,543,786,15244,570,76,33,豊能町　　　　
11650,1194,7271,3184,48,134,375,472,11040,327,50,22,能勢町　　　　
18149,2727,10748,4112,162,157,562,542,16627,743,94,47,忠岡町　　　　
45069,6730,29172,9133,336,316,1388,1330,33928,960,197,107,熊取町　　　　
8085,1367,4977,1733,96,76,430,410,8720,312,51,13,田尻町　　　　
17504,1925,10150,5341,83,260,393,553,14936,968,62,40,岬町　　　　　
14220,2226,8988,3003,91,118,434,448,11017,350,58,29,太子町　　　　
17040,2140,10567,4190,98,144,500,541,17063,490,58,27,河南町　　　　
6015,609,3523,1878,29,68,94,207,5201,177,21,9,千早赤阪村　　
210408,29617,138228,41526,1873,1427,10570,10381,194183,9921,1267,445,　神戸市東灘区　　　　
133451,16396,85667,29860,1133,1140,7132,6523,125968,7994,872,250,　灘区　　　　　
108304,10535,65135,30002,884,1325,5911,5845,132729,10135,757,259,　兵庫区　　　　
101624,10839,60393,29901,749,1294,4396,4112,105132,8665,620,259,　長田区　　　　
167475,20147,104546,42060,1330,1465,6269,7061,143674,9182,861,317,　須磨区　　　　
220411,28711,136506,54608,1929,1945,9037,8389,164147,12099,1155,433,　垂水区　　　　
226836,31772,142101,52492,1780,1767,7601,7265,174104,8767,1013,445,　北区　　　　　
126393,10829,82184,28696,907,1125,9157,8113,282275,10749,953,277,　中央区　　　　
249298,36117,166199,45073,2146,1659,9297,9523,225759,6681,1199,491,　西区　　　　　
536270,80093,338884,115703,4904,4668,12207,12309,546303,19210,2966,1118,姫路市　　　　
453748,53922,289125,106070,4131,4128,15985,17000,440151,27227,3172,1074,尼崎市　　　　
290959,40266,184936,61866,2760,2430,9522,10076,260144,11993,1683,619,明石市　　　　
482640,71847,313110,92399,4652,3332,21252,20913,406892,19064,2850,895,西宮市　　　　
47254,6109,27608,13484,353,587,1257,1544,51708,2448,240,82,洲本市　　　　
93238,12635,58820,21570,805,758,5271,4894,70265,4680,482,177,芦屋市　　　　
196127,29644,127087,39275,1893,1393,7507,7712,175961,7009,1155,423,伊丹市　　　　
31158,3617,18337,9149,216,377,668,866,31325,1502,147,58,相生市　　　　
85592,11893,49523,24144,717,993,1641,1933,91166,2724,431,141,豊岡市　　　　
266937,39271,172184,55078,2390,2013,7737,7308,231285,8185,1486,548,加古川市　　　
50523,6970,30603,12888,372,483,1030,1114,49074,1828,198,78,赤穂市　　　　
42802,5977,25061,11734,318,450,935,1165,44869,1432,193,58,西脇市　　　　
225700,32168,142599,50453,1966,1645,9538,8626,170623,9537,1032,386,宝塚市　　　　
81009,10197,49512,21262,531,735,1903,2248,80486,2337,324,124,三木市　　　　
93901,13450,60280,20059,840,778,2553,3169,92133,3206,515,161,高砂市　　　　
156423,21727,94176,40398,1193,1181,5335,5579,123118,5981,624,271,川西市　　　　
49680,7638,30893,11125,450,436,1303,1358,49218,1178,212,98,小野市　　　　
114216,16051,78588,19286,743,687,4283,3872,102134,2316,428,166,三田市　　　　
47993,6162,29457,12364,315,500,927,1301,48703,997,177,62,加西市　　　　
43263,5398,25493,12346,341,553,1082,1127,42781,1717,187,67,篠山市　　　　
26501,3316,14419,8759,172,376,491,594,28469,1028,99,31,養父市　　　　
67757,9427,38768,19512,494,911,1247,1420,68014,2151,277,105,丹波市　　　　
49834,6387,28791,14616,379,653,859,1099,50952,1713,225,95,南あわじ市　　
32814,4320,18524,9948,243,460,727,932,34671,1232,141,56,朝来市　　　　
46459,5377,26020,15062,331,647,1000,1182,47255,2388,161,67,淡路市　　　　
40938,5726,23842,11369,312,525,737,1056,41291,1282,172,74,宍粟市　　　　
40181,5805,25515,8861,398,354,1541,1660,43281,971,199,61,加東市　　　　
80518,11253,49966,19223,644,812,1831,1998,76403,2111,375,117,たつの市　　　
31739,5094,20051,6582,242,209,1009,1077,22060,636,95,59,猪名川町　　　
23104,3219,13134,6751,137,285,351,509,21569,479,67,34,多可町　　　　
31026,4199,19618,7198,219,291,824,903,30588,691,131,50,稲美町　　　　
33183,4764,21434,6956,273,253,1268,1219,29186,984,171,64,播磨町　　　　
13288,1583,7985,3718,86,149,310,363,12451,378,56,12,市川町　　　　
19830,2724,12336,4689,154,190,531,598,23224,531,84,28,福崎町　　　　
12289,1614,6918,3755,92,182,198,297,11511,385,35,21,神河町　　　　
33438,5793,21073,6539,356,244,1199,1212,27068,739,202,74,太子町　　　　
16636,2017,9908,4710,98,203,343,526,16500,607,75,20,上郡町　　　　
19265,2160,10556,6544,98,314,367,454,20688,789,74,25,佐用町　　　　
19696,2495,10680,6521,126,309,262,457,20391,753,83,20,香美町　　　　
16004,2006,8669,5302,117,223,268,430,16795,615,59,13,新温泉町　　　
366591,46147,231222,86154,2773,2992,11765,11934,342766,14083,1816,670,奈良市　　　　
68451,8527,44204,15720,465,609,2151,2365,61849,2539,328,164,大和高田市　　
89023,11356,55066,21822,704,734,2484,2905,94866,3048,427,165,大和郡山市　　
69178,9323,44793,14364,622,586,2930,3319,73577,1842,333,117,天理市　　　　
125605,17506,79544,26945,1057,941,4181,4268,113561,3821,697,284,橿原市　　　　
60146,7846,37462,14642,499,599,1613,1860,52799,1984,303,156,桜井市　　　　
34460,3937,20550,9973,198,436,637,929,36568,1362,127,52,五條市　　　　
30287,2999,17695,9593,158,394,751,955,29533,1250,104,69,御所市　　　　
118113,17557,75574,24556,975,824,4491,4087,85706,3306,508,169,生駒市　　　　
75227,13440,47617,13656,788,404,2966,2523,54955,1481,357,157,香芝市　　　　
35859,5394,22479,7980,320,282,1122,1148,30448,798,189,76,葛城市　　　　
34227,3538,20300,10383,188,451,734,1045,30473,1228,140,48,宇陀市　　　　
4107,356,2261,1490,24,75,71,105,4015,119,16,6,山添村　　　　
19727,2312,11790,5625,109,161,552,589,13953,623,70,31,平群町　　　　
23440,3029,14153,6155,191,195,887,929,17644,903,120,35,三郷町　　　　
27734,3798,17167,6697,229,207,962,967,20646,880,141,46,斑鳩町　　　　
7929,818,5169,1941,56,82,295,359,6476,241,42,13,安堵町　　　　
8653,1094,5274,2280,60,99,223,291,8730,288,35,17,川西町　　　　
7440,846,4568,2023,55,59,216,242,5687,243,34,5,三宅町　　　　
32121,4331,19830,7754,265,268,996,1011,29677,828,148,55,田原本町　　　
1895,124,1050,721,7,27,57,63,1966,102,5,0,曽爾村　　　　
2102,157,991,954,5,40,39,68,2141,160,5,0,御杖村　　　　
7657,795,4500,2355,49,93,168,238,7429,250,20,14,高取町　　　　
5856,576,3476,1804,24,94,199,185,5127,140,22,8,明日香村　　　
23728,3269,14913,5538,134,257,793,932,18121,670,86,50,上牧町　　　　
22182,2776,14266,5042,171,161,1142,996,19164,771,117,57,王寺町　　　　
33070,5304,21431,6335,279,228,1123,1015,25753,571,139,55,広陵町　　　　
18531,2157,11203,5171,110,152,584,666,15854,558,69,25,河合町　　　　
8642,627,4681,3334,33,140,147,278,9589,497,27,6,吉野町　　　　
19176,2459,11924,4691,124,209,536,584,17966,651,78,39,大淀町　　　　
7020,601,3877,2542,29,95,151,228,6819,356,22,9,下市町　　　　
840,68,411,361,3,16,26,32,974,72,5,3,黒滝村　　　　
1572,134,737,701,4,31,36,59,1876,159,5,4,天川村　　　　
524,41,254,229,0,8,50,42,733,59,1,0,野迫川村　　　
4107,379,2153,1575,26,61,179,205,4562,373,28,2,十津川村　　　
1039,116,465,458,5,27,49,65,1328,141,2,0,下北山村　　　
683,46,345,292,2,13,27,42,819,83,0,0,上北山村　　　
1643,81,729,833,9,40,38,79,2118,203,7,2,川上村　　　　
2143,147,938,1057,8,49,34,94,2397,218,11,3,東吉野村　　　
370364,46739,224708,94130,2947,3978,8086,8450,390753,18834,1974,801,和歌山市　　　
54783,6344,31668,16629,309,721,1113,1317,54184,2814,220,80,海南市　　　　
66361,8739,41434,15979,491,630,1515,1779,57398,2306,266,121,橋本市　　　　
30592,4086,18195,8228,235,360,581,764,30003,1148,132,56,有田市　　　　
26111,3393,15682,6815,196,320,702,749,30593,1209,141,47,御坊市　　　　
79119,10588,46181,22061,657,955,1884,2185,83938,4616,380,177,田辺市　　　　
31498,3893,17789,9720,207,466,1006,1060,36907,2537,117,75,新宮市　　　　
65840,8529,40197,16953,409,737,1501,1662,60605,2305,268,128,紀の川市　　　
52882,8580,33508,8625,548,323,1988,1748,40386,1229,264,154,岩出市　　　　
10391,878,5474,4039,51,194,184,294,10757,716,43,22,紀美野町　　　
18230,1946,10393,5883,118,264,383,567,18686,912,79,22,かつらぎ町　　
4963,471,2698,1783,31,88,110,145,4481,281,19,8,九度山町　　　
3975,259,2241,1439,14,60,169,245,5075,321,20,2,高野町　　　　
13210,1676,7838,3696,89,174,333,402,14701,703,70,24,湯浅町　　　　
7714,1031,4639,2044,61,87,192,204,7087,267,36,10,広川町　　　　
27162,3712,15178,8208,225,349,540,620,27646,1177,107,34,有田川町　　　
8077,1010,4629,2434,56,110,290,298,6952,445,19,14,美浜町　　　　
7432,1186,4148,2063,70,108,255,215,5865,283,28,12,日高町　　　　
6508,785,3758,1964,45,95,126,199,6327,346,27,5,由良町　　　　
8606,1102,4806,2698,65,119,215,226,8418,410,36,17,印南町　　　　
13470,2021,7771,3655,99,167,284,357,14939,452,71,23,みなべ町　　　
10509,1400,5814,3294,69,157,264,292,10401,534,36,17,日高川町　　　
22696,2566,12428,7424,153,319,767,802,23247,1504,106,43,白浜町　　　　
14807,2296,9224,3191,135,141,502,540,13585,533,79,52,上富田町　　　
4730,468,2278,1983,24,100,110,145,4982,499,13,10,すさみ町　　　
17080,1880,9137,6041,91,271,482,520,17027,1507,68,38,那智勝浦町　　
3250,327,1670,1253,10,70,108,101,2995,286,7,5,太地町　　　　
3103,262,1345,1496,8,80,92,89,3305,394,15,2,古座川町　　　
486,35,206,245,0,5,23,18,567,53,2,1,北山村　　　　
18249,1803,9536,6873,103,288,494,531,19746,1688,65,28,串本町　　　　
197449,27054,123636,45373,1678,1952,4762,5135,209338,5663,944,382,鳥取市　　　　
148271,20678,88910,35379,1465,1436,5026,4978,157658,5210,800,355,米子市　　　　
50720,6568,29733,14235,423,609,1445,1661,58676,1999,218,99,倉吉市　　　　
35259,4722,21167,9297,272,398,1228,1280,36353,1381,170,71,境港市　　　　
12362,1432,7208,3721,90,174,287,380,11321,397,49,20,岩美町　　　　
3873,322,2009,1542,15,79,41,110,3693,222,9,5,若桜町　　　　
7718,736,4235,2741,46,108,143,227,8194,333,39,10,智頭町　　　　
18427,2377,10879,5158,119,259,393,493,15712,426,81,22,八頭町　　　　
7015,822,3900,2291,49,106,158,202,6727,310,21,8,三朝町　　　　
17029,2436,10003,4590,152,209,476,454,14004,543,79,26,湯梨浜町　　　
18531,2418,10341,5770,125,243,414,436,18818,614,77,33,琴浦町　　　　
15442,2004,9236,4202,126,197,419,437,14139,395,63,24,北栄町　　　　
3339,512,2013,781,35,36,211,156,3272,65,23,11,日吉津村　　　
17491,1980,9687,5824,97,264,369,487,15925,523,65,24,大山町　　　　
11536,1471,6617,3448,69,161,268,272,9985,332,39,27,南部町　　　　
11621,1332,6525,3764,66,147,308,290,10156,333,38,21,伯耆町　　　　
5460,442,2462,2556,22,135,94,139,5855,417,21,5,日南町　　　　
3745,329,1844,1572,11,65,88,105,4446,216,12,4,日野町　　　　
